owner,freeDates,floor,mark,address,personalSpeaks,minSum,name,additionalAdvantages,url,bathroomCount,minAmountOfNights,berthCount,housingArea
Kievaccommodation,"[{'date': '05-02-2017', 'price': '800UAH'}, {'date': '11-02-2017', 'price': '800UAH'}, {'date': '12-02-2017', 'price': '800UAH'}, {'date': '13-02-2017', 'price': '800UAH'}, {'date': '14-02-2017', 'price': '1600UAH'}, {'date': '15-02-2017', 'price': '800UAH'}, {'date': '16-02-2017', 'price': '800UAH'}, {'date': '18-02-2017', 'price': '920UAH'}, {'date': '19-02-2017', 'price': '920UAH'}, {'date': '20-02-2017', 'price': '800UAH'}, {'date': '21-02-2017', 'price': '920UAH'}, {'date': '22-02-2017', 'price': '920UAH'}, {'date': '23-02-2017', 'price': '920UAH'}, {'date': '24-02-2017', 'price': '920UAH'}, {'date': '25-02-2017', 'price': '920UAH'}, {'date': '26-02-2017', 'price': '800UAH'}, {'date': '27-02-2017', 'price': '800UAH'}, {'date': '28-02-2017', 'price': '800UAH'}, {'date': '01-03-2017', 'price': '800UAH'}, {'date': '02-03-2017', 'price': '800UAH'}, {'date': '03-03-2017', 'price': '800UAH'}, {'date': '05-03-2017', 'price': '800UAH'}, {'date': '06-03-2017', 'price': '800UAH'}, {'date': '07-03-2017', 'price': '800UAH'}, {'date': '08-03-2017', 'price': '800UAH'}]",3,10.0,"вул. Антоновича 38Б, Центр,  Київ","Русский, Українська, English",588.00,"Однокімнатна квартира на Антоновича (635), 1-кімнатна (11258)","Wi-Fi, Кондиціонер, Супутникове TV, Пральна машина, Кредитні карти",http://www.dobovo.com/ua/%D0%BA%D0%B8%D1%97%D0%B2-%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80%D0%B8-%D0%BF%D0%BE%D0%B4%D0%BE%D0%B1%D0%BE%D0%B2%D0%BE/%D0%BE%D0%B4%D0%BD%D0%BE%D0%BA%D1%96%D0%BC%D0%BD%D0%B0%D1%82%D0%BD%D0%B0-%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80%D0%B0-%D0%BD%D0%B0-%D0%B0%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87%D0%B0-635-11258.html,1,1,2,35
